LOC_ID,ID_Provincia,CPA,Localidad,Provincia,Departamento,Long,Lat,noLNG,noLAT,ID_GEO,DeptoID,observaciones,fuente coordenadas
4473,B,B1633FTM,FATIMA,BUENOS AIRES,PILAR,"-59,0000","-34,4333","-58,77957","-36,43386",734,B130,Ex Empalme Lacrosse,wikipedia
4538,B,B1667,MANUEL ALBERTI,BUENOS AIRES,PILAR,"-58,9319","-34,4836",,,1385,B130,,
10926,B,B1629,MANZANARES,BUENOS AIRES,PILAR,"-59,0167","-34,45",,,1389,B130,,
10942,B,B1727J52,MARCOS PAZ B LA LONJA,BUENOS AIRES,PILAR,"-58,8013","-34,7846","-58,80129","-34,78462",1409,B130,,acageopc
1368,B,B1629PIL,PILAR,BUENOS AIRES,PILAR,"-58,9319","-34,4836","-58,91387","-34,47127",1588,B130,,coincidentes varias bases
4539,B,B1635PDQ,PRESIDENTE DERQUI,BUENOS AIRES,PILAR,"-58,8636","-34,4972","-58,86361","-34,49722",1614,B130,,coincidentes varias bases
11247,B,B1635,TORO,BUENOS AIRES,PILAR,"-58,8447","-34,4947",0,0,1901,B130,"Estación Toro o Antonio Toro, de la localidad de Derqui",WIKIPEDIA
11287,B,B1633N01,VILLA ASTOLFI,BUENOS AIRES,PILAR,"-58,8769","-34,4787","-58,77957","-36,43386",1958,B130,,wikipedia
11629,B,B1631Q46,VILLA ROSA,BUENOS AIRES,PILAR,"-58,8833","-34,4167","-58,88333","-34,41667",2052,B130,,acageopc
11630,B,B8103,VILLA ROSAS,BUENOS AIRES,PILAR,"-58,8667","-34,4167",,,2053,B130,,
11649,B,B1629Q66,VILLA VERDE,BUENOS AIRES,PILAR,"-58,8170","-34,5383","-58,817","-34,53832",2077,B130,,acageopc
11673,B,B1627Q90,ZELAYA,BUENOS AIRES,PILAR,"-58,4095","-34,6017","-58,4095","-34,60168",2105,B130,,acageopc
11383,B,B7167,OSTENDE,BUENOS AIRES,PINAMAR,"-56,8833","-37,15",,,1518,B102,,
11408,B,B7167,PARQUE CARILO,BUENOS AIRES,PINAMAR,"-56,899722","-37,166667",0,0,1546,B102,CPA IGUAL AL CPA DE PINAMAR,
1369,B,B7167PIN,PINAMAR,BUENOS AIRES,PINAMAR,"-56,8333","-37,1167","-56,86568","-37,1189",1590,B102,,coincidentes varias bases
10362,B,B1862,GUERNICA,BUENOS AIRES,PRESIDENTE PERON,"-58,3869","-34,9172",,,856,B53,,
2560,B,B8129DAG,17 DE AGOSTO,BUENOS AIRES,PUAN,"-62,9333","-37,9167","-62,93333","-37,91667",5,B108,,acageopc
2902,B,B8183AVZ,AVESTRUZ,BUENOS AIRES,PUAN,"-63,3531","-37,6597","-58,54425","-34,56718",137,B108,,wikipedia
2903,B,B8181AZO,AZOPARDO,BUENOS AIRES,PUAN,"-62,9167","-37,7333","-62,9","-37,7",140,B108,,coincidentes varias bases
4536,B,B8187BOV,BORDENAVE,BUENOS AIRES,PUAN,"-63,0500","-37,8000","-63,03333","-37,81667",242,B108,,coincidentes varias bases
1264,B,B8183DAR,DARRAGUEIRA,BUENOS AIRES,PUAN,"-63,1667","-37,7000","-63,16667","-37,7",512,B108,,coincidentes varias bases
3159,B,B8129FSL,FELIPE SOLA,BUENOS AIRES,PUAN,"-62,8333","-38,0167","-62,83333","-38,03333",737,B108,,coincidentes varias bases
1373,B,B8180PUA,PUAN,BUENOS AIRES,PUAN,"-62,7167","-37,5500","-62,76667","-37,55",1617,B108,,coincidentes varias bases
11541,B,B8180,SAN ANDRES,BUENOS AIRES,PUAN,"-62,7167","-37,55",0,0,1726,B108,Coodernadas de Puan,MAPAWI
3427,B,B8124SGM,SAN GERMAN,BUENOS AIRES,PUAN,"-62,9833","-38,3000",-63,"-38,31667",1757,B108,,coincidentes varias bases
11573,B,B8136,SAN JOSE,BUENOS AIRES,PUAN,"-63,35","-38,9167",,,1769,B108,,MAPAWI
11249,B,B8183,TRES CUERVOS,BUENOS AIRES,PUAN,"-63,0639","-37,7119",,,1907,B108,,WIKIPEDIA
1425,B,B8126VIR,VILLA IRIS,BUENOS AIRES,PUAN,"-63,2500","-38,1833","-63,25","-38,18333",2006,B108,,acageopc
1420,B,B1917,VERONICA,BUENOS AIRES,PUNTA INDIO,"-57,3333","-35,3833",,,1943,B66,,WIKIPEDIA
2966,B,B1765BLC,BARRIO LOS CEDROS,BUENOS AIRES,QUILMES,"-58,5833","-34,7000","-58,58333","-34,7",50071,B38,,acageopc
4315,B,B1876BNL,BERNAL,BUENOS AIRES,QUILMES,"-58,2870","-34,7565","-58,18697","-34,75647",226,B38,,wikipedia
10102,B,B1876,BERNAL OESTE,BUENOS AIRES,QUILMES,"-58,28","-34,7",,,227,B38,,
4374,B,B1876DBO,DON BOSCO,BUENOS AIRES,QUILMES,"-58,2833","-34,7000","-60,18333","-35,41667",543,B38,,coincidentes varias bases
4370,B,B1882EZP,EZPELETA,BUENOS AIRES,QUILMES,"-58,2344","-34,7517","-58,37708","-34,68156",727,B38,,wikipedia
10273,B,B1882,EZPELETA OESTE,BUENOS AIRES,QUILMES,"-58,23","-34,75",,,728,B38,,
1375,B,B1878QUI,QUILMES,BUENOS AIRES,QUILMES,"-58,2694","-34,7203","-60,73333","-35,9",1650,B38,,coincidentes varias bases
4260,B,B1879QLM,QUILMES (OESTE),BUENOS AIRES,QUILMES,"-58,3225","-34,6813","-60,08333","-35,16667",1651,B38,,coincidentes varias bases
4446,B,B1881QOE,QUILMES OESTE,BUENOS AIRES,QUILMES,"-58,2931","-34,7690","-58,29307","-34,76901",2012,B38,,acageopc
4371,B,B1881,SAN FRANCISCO SOLANO,BUENOS AIRES,QUILMES,"-58,3167","-34,7833",,,1756,B38,,
2949,B,B2914,BARRIO DON ANTONIO,BUENOS AIRES,RAMALLO,"-60,2674","-33,3298",,,50091,B38,,MAPAWI
3141,B,B2916EPS,EL PARAISO,BUENOS AIRES,RAMALLO,"-59,9833","-33,5667","-59,98333","-33,56667",615,B2,,acageopc
3355,B,B2933PML,PEREZ MILLAN,BUENOS AIRES,RAMALLO,"-60,1000","-33,7667","-60,1","-33,78333",1578,B2,,coincidentes varias bases
3390,B,B2915RLO,RAMALLO,BUENOS AIRES,RAMALLO,"-60,0208","-33,4786",-60,"-33,48333",1658,B2,,coincidentes varias bases
11198,B,B2912,SANTA TERESA,BUENOS AIRES,RAMALLO,"-60,15","-33,4333",,,1835,B2,,
4543,B,B2912VGV,VILLA GENERAL SAVIO,BUENOS AIRES,RAMALLO,"-60,1300","-33,4300","-58,38205","-34,72292",2001,B2,,wikipedia
1429,B,B2914VRA,VILLA RAMALLO,BUENOS AIRES,RAMALLO,"-60,0621","-33,4981","-60,06208","-33,49812",2048,B2,,acageopc
11626,B,B2914,VILLA RAMALLO EST FFCC,BUENOS AIRES,RAMALLO,"-60,0639","-33,5006",,,2049,B2,,
4526,B,B7203RAU,RAUCH,BUENOS AIRES,RAUCH,"-59,1000","-36,7667","-59,1","-36,78333",1667,B83,,coincidentes varias bases
4508,B,B6237AMR,AMERICA,BUENOS AIRES,RIVADAVIA,"-62,8833","-35,4583","-62,94688","-35,47757",74,B62,,coincidentes varias bases
10195,B,B6237,CERRITO,BUENOS AIRES,RIVADAVIA,"-62,8167","-35,45",,,351,B62,,
3165,B,B6403FOL,FORTIN OLAVARRIA,BUENOS AIRES,RIVADAVIA,"-63,0000","-35,7000","-63,03333","-35,66667",752,B62,,coincidentes varias bases
3197,B,B6239CMO,GONZALEZ MORENO,BUENOS AIRES,RIVADAVIA,"-63,3667","-35,5500","-63,38333","-35,56667",835,B62,,coincidentes varias bases
4377,B,B6237RVD,RIVADAVIA,BUENOS AIRES,RIVADAVIA,"-62,9500","-35,4667","-62,98333","-35,48333",1686,B62,,coincidentes varias bases
11172,B,B6233,SANSINENA,BUENOS AIRES,RIVADAVIA,"-63,2","-35,2667",,,1806,B62,,
2526,B,B2703CAB,CARABELAS,BUENOS AIRES,ROJAS,"-60,8667","-34,0500","-60,86667","-34,05",323,B8,,coincidentes varias bases
3286,B,B2709LIN,LOS INDIOS,BUENOS AIRES,ROJAS,"-60,6667","-34,3667","-60,66667","-34,36667",1350,B8,,acageopc
3389,B,B6001ROO,RAFAEL OBLIGADO,BUENOS AIRES,ROJAS,"-60,8000","-34,3500","-60,8","-34,36667",1657,B8,,coincidentes varias bases
3405,B,B2705ROJ,ROJAS,BUENOS AIRES,ROJAS,"-60,7350","-34,1953","-60,73333","-34,2",1693,B8,,coincidentes varias bases
4379,B,B7245ROQ,ROQUE PEREZ,BUENOS AIRES,ROQUE PEREZ,"-59,3333","-35,4167","-59,3","-35,4",1697,B67,,coincidentes varias bases
11201,B,B7245,SANTIAGO LARRE,BUENOS AIRES,ROQUE PEREZ,"-59,1667","-35,5667",,,1841,B67,,
2892,B,B8172ACT,ARROYO CORTO,BUENOS AIRES,SAAVEDRA,"-62,3167","-37,5167","-62,31667","-37,51667",106,B106,,acageopc
10579,B,B8170,DUCOS,BUENOS AIRES,SAAVEDRA,"-62,4167","-37,4667",,,553,B106,,
3131,B,B8164DUF,DUFAUR,BUENOS AIRES,SAAVEDRA,"-62,3000","-37,9500","-62,28333","-37,95",555,B106,,coincidentes varias bases
1274,B,B8171ESP,ESPARTILLAR,BUENOS AIRES,SAAVEDRA,"-62,4167","-37,3833","-62,43333","-37,36667",686,B106,,acageopc
3198,B,B8175,GOYENA,BUENOS AIRES,SAAVEDRA,"-62,6333","-37,75",,,843,B106,,
1367,B,B8170PIG,PIGUE,BUENOS AIRES,SAAVEDRA,"-62,4078","-37,6088","-62,4078","-37,60876",1586,B106,,acageopc
3410,B,B8174SDR,SAAVEDRA,BUENOS AIRES,SAAVEDRA,"-62,3667","-37,7500","-62,35","-37,76667",1707,B106,,coincidentes varias bases
10550,B,B7265,DEL CARRIL,BUENOS AIRES,SALADILLO,"-59,5","-35,5167",,,518,B70,,
4648,B,B7260SSL,SALADILLO,BUENOS AIRES,SALADILLO,"-59,7789","-35,6392","-59,78333","-35,63333",1711,B70,,coincidentes varias bases
3414,B,B7260,SAN ANTONIO OESTE,BUENOS AIRES,SALADILLO,"-59,77","-35,63",,,50099,B70,,
10709,B,B6339,ESTACION CAIOMUTA,BUENOS AIRES,SALIQUELO,"-62,967","-36,783",0,0,697,B94,Parada Caiomuta,tageo.com
11485,B,B6335,QUENUMA,BUENOS AIRES,SALLIQUELO,"-63,1","-36,5833",,,1647,B94,,
3416,B,B6339SQL,SALLIQUELO,BUENOS AIRES,SALLIQUELO,"-62,9333","-36,7500","-62,94843","-36,76415",1717,B94,,coincidentes varias bases
1215,B,B2743ARY,ARROYO DULCE,BUENOS AIRES,SALTO,"-60,4000","-34,0833","-60,4","-34,1",110,B10,,coincidentes varias bases
10100,B,B2743B02,BERDIER,BUENOS AIRES,SALTO,"-60,2667","-34,4000","-60,24511","-34,41903",223,B10,,coincidentes varias bases
3170,B,B2745GHN,GAHAN,BUENOS AIRES,SALTO,"-60,0833","-34,3333","-60,1","-34,33333",775,B10,,coincidentes varias bases
1303,B,B2747IIN,INES INDART,BUENOS AIRES,SALTO,"-60,5500","-34,4000","-60,53333","-34,4",910,B10,,coincidentes varias bases
1401,B,B2741STO,SALTO,BUENOS AIRES,SALTO,"-60,2419","-34,2989",ENTRE RÍOS,"-34,3",1718,B10,,coincidentes varias bases
11230,B,B2743M43,TACUARI,BUENOS AIRES,SALTO,"-60,3167","-34,2167","-60,31667","-34,21667",1879,B10,,acageopc
1387,B,B6720SAG,SAN ANDRES DE GILES,BUENOS AIRES,SAN ANDRES DE GILES,"-59,4433","-34,4497","-59,45","-34,45",1727,B14,,coincidentes varias bases
11222,B,B2764M35,SOLIS,BUENOS AIRES,SAN ANDRES DE GILES,"-59,3333","-34,3000","-59,33333","-34,3",1868,B14,,acageopc
3524,B,B6705VRU,VILLA RUIZ,BUENOS AIRES,SAN ANDRES DE GILES,"-59,2493","-34,4174","-59,24927","-34,41742",2054,B14,,acageopc
11632,B,B6720Q49,VILLA SAN ALBERTO,BUENOS AIRES,SAN ANDRES DE GILES,"-58,5079","-34,5834","-58,50788","-34,58341",2057,B14,,acageopc
3132,B,B2764DUG,DUGGAN,BUENOS AIRES,SAN ANTONIO DE ARECO,"-59,6333","-34,2167","-59,65","-34,2",556,B11,,coincidentes varias bases
11472,B,B2760,PUENTE CASTEX,BUENOS AIRES,SAN ANTONIO DE ARECO,"-59,4667","-34,25",,,1629,B11,,
3418,B,B2760SAA,SAN ANTONIO DE AREC,BUENOS AIRES,SAN ANTONIO DE ARECO,"-59,4667","-34,2500","-59,46667","-34,26667",1731,B11,,coincidentes varias bases
3513,B,B2761VLI,VILLA LIA,BUENOS AIRES,SAN ANTONIO DE ARECO,"-59,4333","-34,1167","-59,43333","-34,11667",2016,B11,,acageopc
3112,B,B7503,CRISTIANO MUERTO,BUENOS AIRES,SAN CAYETANO,"-59,6167","-38,6333",,,491,B117,,
2734,B,B7521SCY,SAN CAYETANO,BUENOS AIRES,SAN CAYETANO,"-59,6167","-38,3333","-59,61667","-38,35",1739,B117,,coincidentes varias bases
1393,B,B1646SFR,SAN FERNANDO,BUENOS AIRES,SAN FERNANDO,"-58,5775","-34,4442","-58,56667","-34,45",1753,B20,,coincidentes varias bases
4344,B,B1644VIB,VICTORIA,BUENOS AIRES,SAN FERNANDO,"-58,5667","-34,4500",-60,"-35,48333",1948,B20,,wikipedia
11658,B,B1646,VIRREYES,BUENOS AIRES,SAN FERNANDO,"-58,533333","-34,45",,,2087,B20,,
2839,B,B1640ACO,ACASUSSO,BUENOS AIRES,SAN ISIDRO,"-58,5167","-34,4833","-59,95","-35,31667",16,B21,,coincidentes varias bases
1224,B,B1643BEC,BECCAR,BUENOS AIRES,SAN ISIDRO,"-58,5333","-34,4667","-58,53333","-34,45",215,B21,,coincidentes varias bases
1233,B,B1609BOU,BOULOGNE,BUENOS AIRES,SAN ISIDRO,"-58,5667","-34,5000","-58,56667","-34,51667",245,B21,,coincidentes varias bases
1336,B,B1640MAR,MARTINEZ,BUENOS AIRES,SAN ISIDRO,"-58,5000","-34,4833","-58,5","-34,5",1427,B21,,coincidentes varias bases
1306,B,B1642ISI,SAN ISIDRO,BUENOS AIRES,SAN ISIDRO,"-58,5286","-34,4708","-59,61667","-35,26667",1760,B21,,coincidentes varias bases
2994,B,B1661BVA,BELLA VISTA,BUENOS AIRES,SAN MIGUEL,"-58,5479","-34,5305","-58,54793","-34,53046",217,B134,,acageopc
4624,B,B1659CMP,CAMPO DE MAYO,BUENOS AIRES,SAN MIGUEL,"-58,5583","-34,5417","-58,51256","-34,55345",276,B134,,coincidentes varias bases
4364,B,B1623MUÑ,MUÑIZ,BUENOS AIRES,SAN MIGUEL,"-57,9829","-34,9364","-57,98288","-34,93642",1478,B134,,acageopc
4303,B,B1663SMG,SAN MIGUEL,BUENOS AIRES,SAN MIGUEL,"-58,7794","-34,5239","-58,05","-34,91667",1785,B134,,coincidentes varias bases
11156,B,B7220L68,SAN MIGUEL DEL MONTE,BUENOS AIRES,SAN MIGUEL,"-58,8000","-35,4500","-58,8","-35,45",1787,B134,Monte o San Miguel del Monte,wikipedia
4433,B,B2900BAV,"BARRIO ALTO VERDE ,PAR",BUENOS AIRES,SAN NICOLAS,"-60,2282","-33,3334","-60,22824","-33,33342",50086,B1,,wikipedia
3149,B,B2903ERE,EREZCANO,BUENOS AIRES,SAN NICOLAS,"-60,2333","-33,4000","-58,42675","-34,65524",674,B1,,coincidentes varias bases
1293,B,B2905GRJ,GRAL.ROJO,BUENOS AIRES,SAN NICOLAS,"-60,2833","-33,4667","-60,30333","-33,47762",804,B1,,coincidentes varias bases
1316,B,B2901LEM,LA EMILIA,BUENOS AIRES,SAN NICOLAS,"-60,3100","-33,3500","-60,22824","-33,33342",50088,B1,,wikipedia
10974,B,B2915,LA ESPERANZA,BUENOS AIRES,SAN NICOLAS,"-60,26","-33,4211",0,0,1086,B1,VILLA ESPERANZA,
1354,B,B2900NIC,SAN NICOLAS,BUENOS AIRES,SAN NICOLAS,"-60,2282","-33,3334","-60,22824","-33,33342",1789,B1,San Nicolás de los Arroyos,wikipedia
3130,B,B2935DOY,DOYLE,BUENOS AIRES,SAN PEDRO,"-59,8083","-33,8917","-59,81667","-33,9",550,B4,,coincidentes varias bases
3193,B,B2946GCT,GOBERNADOR CASTRO,BUENOS AIRES,SAN PEDRO,"-59,8833","-33,6500","-59,87661","-33,66195",822,B4,,coincidentes varias bases
10832,B,B2933,LA BOLSA,BUENOS AIRES,SAN PEDRO,"-59,9833","-33,7667",,,1050,B4,,
11396,B,B2935,PARADA KILOMETRO 158,BUENOS AIRES,SAN PEDRO,"-59,8083","-33,8917",,,1532,B4,,
11512,B,B2944,RIO TALA,BUENOS AIRES,SAN PEDRO,"-59,6333","-33,75",,,1685,B4,,
1399,B,B2930SPO,SAN PEDRO,BUENOS AIRES,SAN PEDRO,"-59,6828","-33,6706","-59,68333","-33,7",1792,B4,,coincidentes varias bases
3442,B,B2935SLC,SANTA LUCIA,BUENOS AIRES,SAN PEDRO,"-59,8667","-33,8667","-59,88333","-33,86667",1824,B4,,coincidentes varias bases
11653,B,B2930,VILLAIGRILLO,BUENOS AIRES,SAN PEDRO,"-59,6828","-33,6706",0,0,2081,B4,CPA y COORDENADAS de SAN PEDRO,
2861,B,B1864,ALEJANDRO KORN,BUENOS AIRES,SAN VICENTE,"-58,3825","-34,9828",,,45,B55,,
10817,B,B1865I26,LA ARGENTINA,BUENOS AIRES,SAN VICENTE,"-58,3667","-34,9667","-57,58333","-35,65",1035,B55,,coincidentes varias bases
3434,B,B1865,SAN VICENTE,BUENOS AIRES,SAN VICENTE,"-58,3667","-34,9667",,,1805,B55,,
4547,B,B6612,SUIPACHA,BUENOS AIRES,SUIPACHA,"-59,6889","-34,7781",,,1876,B25,,
3307,B,B7003MIA,MARIA IGNACIA,BUENOS AIRES,TANDIL,"-59,5000","-37,4000","-59,51667","-37,4",1414,B98,,coincidentes varias bases
11158,B,B7007L70,SAN PASCUAL,BUENOS AIRES,TANDIL,"-58,7867","-37,7033","-59,42738","-37,57839",1790,B98,,coincidentes varias bases
1404,B,B7000TAN,TANDIL,BUENOS AIRES,TANDIL,"-59,1500","-37,3167","-59,13333","-37,33333",1882,B98,,coincidentes varias bases
11272,B,B7003M85,VELA,BUENOS AIRES,TANDIL,"-59,1676","-37,3017","-59,16756","-37,3017",1939,B98,Estación Vela en la localidad de Maria Ignacia,acageopc
11591,B,B7000,VILLA ITALIA,BUENOS AIRES,TANDIL,"-59,2167","-37,2333",,,2007,B98,,DICES.NET
2874,B,B7303,ALTONA,BUENOS AIRES,TAPALQUE,"-60,1167","-36,4667",,,67,B80,,
1405,B,B7303TAP,TAPALQUE,BUENOS AIRES,TAPALQUE,"-60,0167","-36,3500","-60,03333","-36,36667",1883,B80,,coincidentes varias bases
11667,B,B7303,YERBAS,BUENOS AIRES,TAPALQUE,"-60,0633","-36,1833",,,2097,B80,,
4468,B,B1621BBU,BENAVIDES,BUENOS AIRES,TIGRE,"-58,7094","-34,4094","-58,72212","-34,40093",219,B129,,coincidentes varias bases
10567,B,B1623F73,DIQUE LUJAN,BUENOS AIRES,TIGRE,"-58,7081","-34,3539","-58,68333","-34,35",536,B129,,coincidentes varias bases
4259,B,B1611DTT,DON TORCUATO,BUENOS AIRES,TIGRE,"-58,6333","-34,5000","-58,63333","-34,5",545,B129,,coincidentes varias bases
10659,B,B1617G66,EL TALAR,BUENOS AIRES,TIGRE,"-58,6500","-34,4667","-58,65","-34,46667",640,B129,,acageopc
4343,B,B1617PCH,GENERAL PACHECO,BUENOS AIRES,TIGRE,"-58,6536","-34,4639","-58,61667","-34,45",799,B129,,coincidentes varias bases
11366,B,B1670,NORDELTA,BUENOS AIRES,TIGRE,"-58,65","-34,416667",,,1493,B129,,
11506,B,B1618P22,RICARDO ROJAS,BUENOS AIRES,TIGRE,"-58,6000","-34,4200","-58,6","-34,42",1679,B129,,acageopc
11508,B,B1648P24,RINCON DE MILBERG,BUENOS AIRES,TIGRE,"-58,3435","-34,7699","-58,34354","-34,76992",1681,B129,,acageopc
1408,B,B1648TIG,TIGRE,BUENOS AIRES,TIGRE,"-58,5251","-34,5843","-58,5251","-34,58429",1893,B129,,acageopc
4368,B,B1618TRT,TRONCOS DEL TALAR,BUENOS AIRES,TIGRE,"-58,6000","-34,4200","-58,6","-34,42",1916,B129,,acageopc
1251,B,B2907CON,CONESA,BUENOS AIRES,SAN NICOLAS,"-60,3500","-33,6000","-57,33273","-36,52474",788,B1,,coincidentes varias bases
10317,B,B7101,GENERAL CONESA,BUENOS AIRES,TORDILLO,"-57,3333","-36,5",,,789,B84,,
10424,B,"B8,117E+32",CHASICO,BUENOS AIRES,TORNQUIST,"-62,6500","-38,3333","-62,66667","-38,35",366,B114,,coincidentes varias bases
3415,B,B8166,SALDUNGARAY,BUENOS AIRES,TORNQUIST,"-61,7833","-38,2",,,1714,B114,,
3456,B,B8168SVT,SIERRA DE LA VENTAN,BUENOS AIRES,TORNQUIST,"-61,8000","-38,1500","-61,76908","-38,12004",1860,B114,,coincidentes varias bases
3468,B,B8160TQT,TORNQUIST,BUENOS AIRES,TORNQUIST,"-62,2333","-38,1000","-62,23333","-38,1",1900,B114,,wikipedia
4545,B,B8160VVN,VILLA VENTANA,BUENOS AIRES,TORNQUIST,"-61,9155","-38,0677","-61,91552","-38,06765",2076,B114,,wikipedia
4318,B,B6405AGS,30 DE AGOSTO,BUENOS AIRES,TRENQUE LAUQUEN,"-62,5500","-36,2667","-62,55","-36,28333",8,B72,,coincidentes varias bases
10230,B,B6400C33,BARRIO INDIO TROMPA,BUENOS AIRES,TRENQUE LAUQUEN,"-62,9389","-36,0389","-61,43889","-36,48056",186,B72,,coincidentes varias bases
4376,B,B6424BRT,BERUTTI,BUENOS AIRES,TRENQUE LAUQUEN,"-62,5000","-35,8667","-62,5","-35,86667",230,B72,,acageopc
10580,B,B6405,DUHAU,BUENOS AIRES,TRENQUE LAUQUEN,"-62,3556","-36,1722",,,557,B72,,
11051,B,B6407K62,LA PORTEÑA,BUENOS AIRES,TRENQUE LAUQUEN,"-62,7167","-36,3667","-62,71667","-36,36667",1165,B72,,acageopc
1410,B,B6400TLQ,TRENQUE LAUQUEN,BUENOS AIRES,TRENQUE LAUQUEN,"-62,7333","-35,9667","-62,73333","-35,96667",1904,B72,,acageopc
10212,B,B7511,BALNEARIO ORENSE,BUENOS AIRES,TRES ARROYOS,"-59,7667","-38,8167",,,163,B116,,
2536,B,B7505CLR,CLAROMECO,BUENOS AIRES,TRES ARROYOS,"-60,0833","-38,8500","-60,08068","-38,84969",155,B116,,coincidentes varias bases
1252,B,B7511COP,COPETONAS,BUENOS AIRES,TRES ARROYOS,"-60,3500","-38,8722","-60,46667","-38,73333",465,B116,,coincidentes varias bases
3276,B,B7505,LIN CALEL,BUENOS AIRES,TRES ARROYOS,"-60,2333","-38,7",,,1310,B116,,
3321,B,B7507MCA,MICAELA CASCALLARES,BUENOS AIRES,TRES ARROYOS,"-60,4500","-38,4833","-60,46667","-38,46667",1450,B116,,coincidentes varias bases
1360,B,B7503ORE,ORENSE,BUENOS AIRES,TRES ARROYOS,"-59,7833","-38,6667","-59,78333","-38,68333",1513,B116,,coincidentes varias bases
11503,B,B7511P19,RETA,BUENOS AIRES,TRES ARROYOS,"-60,3667","-38,8333","-60,3344","-38,89788",1676,B116,,coincidentes varias bases
2735,B,B7505SFB,SAN FRANCISCO DE BELLOCQ,BUENOS AIRES,TRES ARROYOS,"-60,0167","-38,7000","-60,01667","-38,7",1754,B116,,coincidentes varias bases
1406,B,B7500TAR,TRES ARROYOS,BUENOS AIRES,TRES ARROYOS,"-60,2667","-38,3667","-60,26667","-38,36667",1906,B116,,wikipedia
11297,B,B7505,VILLA CARUCHA,BUENOS AIRES,TRES ARROYOS,"-60,1833","-38,8",0,0,1970,B116,Estancia Villa Carucha,DICES.NET
4358,B,B1684CJD,CIUDAD JARDIN DEL PALOMAR,BUENOS AIRES,TRES DE FEBRERO,"-58,5833","-34,6000","-58,54722","-34,56667",375,B26,,wikipedia
1248,B,B1702CIU,CIUDADELA,BUENOS AIRES,TRES DE FEBRERO,"-58,5333","-34,6333","-58,42385","-34,8195",377,B26,,coincidentes varias bases
10739,B,B1702H47,JOSE INGENIEROS,BUENOS AIRES,TRES DE FEBRERO,"-58,3218","-34,7862","-58,32183","-34,78622",948,B26,,acageopc
4261,B,B1657LHS,LOMA HERMOSA,BUENOS AIRES,TRES DE FEBRERO,"-58,4249","-34,7056","-58,42491","-34,70555",1318,B26,,acageopc
3311,B,B1682MCO,MARTIN CORONADO,BUENOS AIRES,TRES DE FEBRERO,"-58,6243","-34,5708","-58,36682","-34,66151",1424,B26,,coincidentes varias bases
11387,B,B1657,PABLO PODESTA,BUENOS AIRES,TRES DE FEBRERO,"-58,5583","-34,5417",,,1523,B26,,
11500,B,B1657P16,REMEDIOS DE ESCALADA,BUENOS AIRES,TRES DE FEBRERO,"-58,3833","-34,7333","-58,4","-34,73333",1673,B26,,coincidentes varias bases
11501,B,B1826,REMEDIOS DE ESCALADA,BUENOS AIRES,TRES DE FEBRERO,"-58,3833","-34,7333",,,1674,B26,,
3411,B,B1674SPÑ,SAENZ PEÑA,BUENOS AIRES,TRES DE FEBRERO,"-58,3167","-34,7000","-58,31667","-34,7",2056,B26,,acageopc
4366,B,B1676STL,SANTOS LUGARES,BUENOS AIRES,TRES DE FEBRERO,"-58,3833","-34,6833","-58,38333","-34,68333",1845,B26,,acageopc
1417,B,B1682VBO,VILLA BOSCH,BUENOS AIRES,TRES DE FEBRERO,"-58,3167","-34,6833","-58,31667","-34,68333",1961,B26,,acageopc
11625,B,B1674Q42,VILLA RAFFO,BUENOS AIRES,TRES DE FEBRERO,"-58,3167","-34,7000","-58,31667","-34,7",2047,B26,,acageopc
1409,B,B6409TLO,TRES LOMAS,BUENOS AIRES,TRES LOMAS,"-62,8691","-36,4659","-62,86906","-36,4659",1910,B87,,acageopc
4357,B,B1605CRP,CARAPACHAY,BUENOS AIRES,VICENTE LOPEZ,"-58,2167","-34,7667","-58,21667","-34,76667",324,B23,,acageopc
1278,B,B1602FLO,FLORIDA,BUENOS AIRES,VICENTE LOPEZ,"-58,5000","-34,5167","-58,22346","-34,79827",743,B23,,coincidentes varias bases
31376,B,B1604FLD,FLORIDA,BUENOS AIRES,VICENTE LOPEZ,"-58,5000","-34,5167",,,,B23,,coincidentes varias bases
10283,B,B1602C86,FLORIDA OESTE,BUENOS AIRES,VICENTE LOPEZ,"-58,1833","-34,8833","-58,18333","-34,88333",744,B23,,acageopc
4299,B,B1636LLU,LA LUCILA,BUENOS AIRES,VICENTE LOPEZ,"-58,4833","-34,5000","-58,15","-34,78333",1120,B23,,coincidentes varias bases
1351,B,B1605MUN,MUNRO,BUENOS AIRES,VICENTE LOPEZ,"-58,5500","-34,5333","-58,18333","-34,83333",1480,B23,,coincidentes varias bases
1358,B,B1636OLI,OLIVOS,BUENOS AIRES,VICENTE LOPEZ,"-58,4964","-34,5106","-58,1","-34,83333",1509,B23,,coincidentes varias bases
3490,B,B1638VLZ,VICENTE LOPEZ,BUENOS AIRES,VICENTE LOPEZ,"-58,1750","-34,7788","-58,175","-34,77877",1946,B23,,acageopc
4342,B,B1607VAD,VILLA ADELINA,BUENOS AIRES,VICENTE LOPEZ,"-58,2000","-34,7833","-58,2","-34,78333",1953,B23,,acageopc
4464,B,B1603VML,VILLA MARTELLI,BUENOS AIRES,VICENTE LOPEZ,"-58,1991","-34,7758","-58,19911","-34,77579",2026,B23,,acageopc
10932,B,B7165,MAR AZUL,BUENOS AIRES,VILLA GESELL,"-57,0167","-37,3333",,,1395,B105,,
