LOC_ID,ID_Provincia,CPA,Localidad,Provincia,Departamento,Long,Lat,noLNG,noLAT,ID_GEO,DeptoID,observaciones,fuente coordenadas
2836,B,B6660MAY,25 DE MAYO,BUENOS AIRES,25 DE MAYO,"-60,1742","-35,4281","-58,39736","-34,74402",7,B60,,coincidentes varias bases
10551,B,B6509,DEL VALLE,BUENOS AIRES,25 DE MAYO,"-60,7167","-35,9",,,519,B60,,
10753,B,B6663,JUAN VELA,BUENOS AIRES,25 DE MAYO,"-59,7667","-35,2667",,,968,B60,,
11093,B,B6015,LA TRIBU,BUENOS AIRES,25 DE MAYO,"-60,3833","-35,65",,,1209,B60,,
11321,B,B6667,MARTIN BERRAONDO,BUENOS AIRES,25 DE MAYO,"-59,95","-35,3167",,,1423,B60,,
1355,B,B6663NOR,NORBERTO DE LA RIESTRA,BUENOS AIRES,25 DE MAYO,"-59,7667","-35,2667","-58,83195","-34,64676",1492,B60,,coincidentes varias bases
11382,B,B6660,ORTIZ DE ROSAS,BUENOS AIRES,25 DE MAYO,"-60,3833","-35,4",,,1517,B60,,
11424,B,B6665,PEDERNALES,BUENOS AIRES,25 DE MAYO,"-59,65","-35,25",,,1565,B60,,
11556,B,B6661,SAN ENRIQUE,BUENOS AIRES,25 DE MAYO,"-60,1083","-35,575",,,1747,B60,,MAPAWI
3483,B,B6667,VALDEZ,BUENOS AIRES,25 DE MAYO,"-60,4833","-35,65",,,1929,B60,,
1239,B,B1678CAS,CASEROS,BUENOS AIRES,3 DE FEBRERO,"-58,5333","-34,6000","-58,4","-34,86667",342,B26,,mapawi
2837,B,B6500NJU,9 DE JULIO,BUENOS AIRES,9 DE JULIO,"-61,0000","-35,4000","-58,69112","-34,63155",11,B61,,mapawi
4621,B,B6515CMN,CARLOS MARIA NEON,BUENOS AIRES,9 DE JULIO,"-60,8333","-35,2333","-60,83766","-35,24681",333,B61,,coincidentes varias bases
4469,B,B6505DDG,DUDIGNAC,BUENOS AIRES,9 DE JULIO,"-60,7333","-35,6500","-58,29458","-34,77214",554,B61,,coincidentes varias bases
4476,B,B6516,FRENCH,BUENOS AIRES,9 DE JULIO,-61,"-35,5333",,,768,B61,,
11355,B,B6507,MOREA,BUENOS AIRES,9 DE JULIO,"-60,55","-35,5667",,,1472,B61,,
3387,B,B6533QGA,QUIROGA,BUENOS AIRES,9 DE JULIO,"-61,4192","-35,2814","-61,41974","-35,28578",1654,B61,,coincidentes varias bases
11578,B,B6500,SAN JUAN,BUENOS AIRES,9 DE JULIO,-61,"-35,4",,,1774,B61,,MAPAWI
2842,B,B6430AAL,ADOLFO ALSINA,BUENOS AIRES,ADOLFO ALSINA,"-62,7333","-37,1833","-58,39155","-34,61148",23,B95,,coincidentes varias bases
3026,B,B6430CRH,CARHUE,BUENOS AIRES,ADOLFO ALSINA,"-62,7333","-37,1833","-62,75","-37,18333",326,B95,,coincidentes varias bases
10697,B,B1987,ESPARTILLAR,BUENOS AIRES,ADOLFO ALSINA,"-58,2859","-35,4991",,,684,B95,,
11331,B,B6343,MAZA,BUENOS AIRES,ADOLFO ALSINA,"-63,3167","-36,8333",,,1437,B95,,
1381,B,B6441RIV,RIVERA,BUENOS AIRES,ADOLFO ALSINA,"-63,2333","-37,2000","-63,23333","-37,16667",1688,B95,,coincidentes varias bases
1398,B,B8185SMA,SAN MIGUEL ARCANGEL,BUENOS AIRES,ADOLFO ALSINA,"-63,1167","-37,4500","-63,11666","-37,45",1786,B95,,coincidentes varias bases
3518,B,B6343VMZ,VILLA MAZA,BUENOS AIRES,ADOLFO ALSINA,"-63,3167","-36,8333","-58,41528","-34,61905",2029,B95,Ciudad Maza,mapawi
11641,B,B6430,VILLA SAURI,BUENOS AIRES,ADOLFO ALSINA,"-62,9833","-37,1167",,,2068,B95,,
2364,B,B7513AGC,ADOLFO GONZALEZ CHAVEZ,BUENOS AIRES,ADOLFO GONZALES CHAVES,"-60,3718","-38,2551","-58,50841","-34,64178",24,B110,,mapawi
3121,B,B7515DLG,DE LA GARMA,BUENOS AIRES,ADOLFO GONZALES CHAVES,"-60,4167","-37,9667","-60,41667","-37,95",516,B110,,coincidentes varias bases
10627,B,B7513,EL LUCERO,BUENOS AIRES,ADOLFO GONZALES CHAVES,"-60,3718","-38,2551",,,605,B110,,
4378,B,B6634,ALBERTI,BUENOS AIRES,ALBERTI,"-60,2667","-35,0333",,,40,B46,,
1208,B,B1846ADR,ADROGUE,BUENOS AIRES,ALMIRANTE BROWN,"-58,3791","-34,7849","-59,34406","-35,34352",25,B47,,mapawi
2919,B,B1888,BARRIO 5 ESQUINAS,BUENOS AIRES,ALMIRANTE BROWN,"-58,331","-34,8136",,,50096,B47,,
2506,B,B1852ZAC,BURZACO,BUENOS AIRES,ALMIRANTE BROWN,"-58,4000","-34,8167","-58,5251","-34,58429",249,B47,,coincidentes varias bases
4535,B,B1849CLY,CLAYPOLE,BUENOS AIRES,ALMIRANTE BROWN,"-58,3333","-34,8000","-58,59446","-34,5374",381,B47,,coincidentes varias bases
4196,B,B1856,GLEW,BUENOS AIRES,ALMIRANTE BROWN,"-58,3842","-34,8881",,,817,B47,,
10742,B,B1846,JOSE MARMOL,BUENOS AIRES,ALMIRANTE BROWN,"-58,3833","-34,7833",,,952,B47,,
4548,B,B1854,LONGCHAMPS,BUENOS AIRES,ALMIRANTE BROWN,"-58,3964","-34,8517",,,1327,B47,,
11338,B,B1852,MINISTRO RIVADAVIA,BUENOS AIRES,ALMIRANTE BROWN,"-58,3667","-34,85",,,1451,B47,,
1376,B,B1847RAF,RAFAEL CALZADA,BUENOS AIRES,ALMIRANTE BROWN,"-58,3667","-34,8000","-58,52814","-34,55104",1655,B47,,coincidentes varias bases
4371,B,B1881,SAN FRANCISCO SOLANO,BUENOS AIRES,ALMIRANTE BROWN,"-58,3167","-34,7833",,,1756,B47,,
11568,B,B1846,SAN JOSE,BUENOS AIRES,ALMIRANTE BROWN,"-58,3791","-34,7849",,,1764,B47,,MAPAWI
1214,B,B2740ARR,ARRECIFES,BUENOS AIRES,ARRECIFES,"-60,1167","-34,0500","-60,11667","-34,06667",96,B7,,coincidentes varias bases
4478,B,B2754TOD,TODD,BUENOS AIRES,ARRECIFES,"-60,1667","-34,0333","-60,16667","-34,03333",1896,B7,,acageopc
1216,B,B1870AVE,AVELLANEDA,BUENOS AIRES,AVELLANEDA,"-58,3822","-34,6506","-58,56104","-34,58548",136,B33,,coincidentes varias bases
10530,B,B1870,CRUCESITA,BUENOS AIRES,AVELLANEDA,"-58,35","-34,66666",,,494,B33,,
4546,B,B1871DKS,DOCK SUD,BUENOS AIRES,AVELLANEDA,"-58,3667","-34,6333","-58,52087","-34,5709",538,B33,,coincidentes varias bases
10329,B,B1870,GERLI,BUENOS AIRES,AVELLANEDA,"-58,3822","-34,6506",,,812,B33,,
11441,B,B1870O56,PIÑEYRO,BUENOS AIRES,AVELLANEDA,"-58,3822","-34,6506","-58,53631","-34,55546",1592,B33,,mapawi
1392,B,B1872SDI,SARANDI,BUENOS AIRES,AVELLANEDA,"-58,3333","-34,6667","-58,54869","-34,57237",1847,B33,,coincidentes varias bases
4544,B,B1874VLD,VILLA DOMINICO,BUENOS AIRES,AVELLANEDA,"-58,3225","-34,6813","-58,3321","-34,69539",1985,B33,,mapawi
1432,B,B1875WIL,WILDE,BUENOS AIRES,AVELLANEDA,"-58,3167","-34,7000","-58,7","-34,41667",2096,B33,,mapawi
1217,B,B7150AYA,AYACUCHO,BUENOS AIRES,AYACUCHO,"-58,4833","-37,1500","-58,48333","-37,15",138,B92,,coincidentes varias bases
1219,B,B7300AZL,AZUL,BUENOS AIRES,AZUL,"-59,8500","-36,7833","-59,85","-36,78333",141,B85,,coincidentes varias bases
2508,B,B7214CAC,CACHARI,BUENOS AIRES,AZUL,"-59,5333","-36,4000","-59,5","-36,38333",253,B85,,coincidentes varias bases
1244,B,B7311CHI,CHILLAR,BUENOS AIRES,AZUL,"-59,9833","-37,3000","-59,98333","-37,31667",369,B85,,coincidentes varias bases
2559,B,B7313DJU,DICISEIS DE JULIO,BUENOS AIRES,AZUL,"-60,1667","-37,1833","-60,16667","-37,2",4,B85,,mapawi
4146,B,B8000ADC,AGUADA DE CORDOBA,BUENOS AIRES,BAHIA BLANCA,"-62,2833","-38,7167","-62,26667","-38,73333",50082,B119,,mapawi
1223,B,B8000BBA,BAHIA BLANCA,BUENOS AIRES,BAHIA BLANCA,"-62,2833","-38,7167","-62,26667","-38,73333",147,B119,,coincidentes varias bases
2507,B,B8118CAO,CABILDO,BUENOS AIRES,BAHIA BLANCA,"-61,9000","-38,4833","-61,9","-38,48333",251,B119,,coincidentes varias bases
1285,B,B8105GCE,GRAL.CERRI,BUENOS AIRES,BAHIA BLANCA,"-62,4000","-38,7000","-62,38333","-38,73333",846,B119,,mapawi
4533,B,B8101GRM,GRUMBEIN,BUENOS AIRES,BAHIA BLANCA,"-62,1833","-38,7500","-62,06667","-38,75",852,B119,,mapawi
2584,B,B8103IWT,INGENIERO WHITE,BUENOS AIRES,BAHIA BLANCA,"-62,2667","-38,7833","-62,26776","-38,78448",920,B119,,coincidentes varias bases
11207,B,B8105,SAUCE CHICO,BUENOS AIRES,BAHIA BLANCA,"-62,4","-38,7",,,1850,B119,,
11635,B,B8000,VILLA SANCHEZ ELIA,BUENOS AIRES,BAHIA BLANCA,"-62,2833","-38,7167",0,0,2060,B119,CPA y COORDENADAS de BAHIA BLANCA,
11677,B,B8103,ZONA CANGREJALES,BUENOS AIRES,BAHIA BLANCA,"-62,2583","-38,775",0,0,2109,B119,CPA y COORDENADAS de BAHIA BLANCA,
1220,B,B7620BAL,BALCARCE,BUENOS AIRES,BALCARCE,"-58,2500","-37,8333","-58,25","-37,86667",151,B107,,coincidentes varias bases
4387,B,B7007NPL,NAPALEOFU,BUENOS AIRES,BALCARCE,"-58,7500","-37,6333","-58,75573","-37,60991",1483,B107,,coincidentes varias bases
11540,B,B7620P56,SAN ALBERTO,BUENOS AIRES,BALCARCE,"-58,2500","-37,8333","-58,65759","-34,65617",1724,B107,,mapawi
2408,B,B2938ASI,ALSINA,BUENOS AIRES,BARADERO,"-59,3833","-33,9000","-59,4","-33,9",61,B6,,coincidentes varias bases
1222,B,B2942BAR,BARADERO,BUENOS AIRES,BARADERO,"-59,5208","-33,7967","-59,5","-33,81667",173,B6,,coincidentes varias bases
10707,B,B2942,ESTACION BARADERO,BUENOS AIRES,BARADERO,"-59,5208","-33,7967",,,695,B6,,
3216,B,B2943,IRENEO PORTELA,BUENOS AIRES,BARADERO,"-59,6667","-33,9667",,,927,B6,,
10221,B,B7005,BARKER,BUENOS AIRES,BENITO JUAREZ,"-59,4","-37,6333",,,174,B104,,
2486,B,B7020BEJ,BENITO JUAREZ,BUENOS AIRES,BENITO JUAREZ,"-59,8000","-37,6667","-59,66667","-37,68333",221,B104,,coincidentes varias bases
11593,B,B7020,VILLA JUAREZ,BUENOS AIRES,BENITO JUAREZ,"-59,8","-37,6667",,,2009,B104,,
1235,B,B1884BRZ,BERAZATEGUI,BUENOS AIRES,BERAZATEGUI,"-58,2553","-34,7333","-58,21667","-34,76667",222,B44,,coincidentes varias bases
4373,B,B1885,GUILLERMO E HUDSON,BUENOS AIRES,BERAZATEGUI,"-58,1486","-34,7903",,,860,B44,,
3225,B,B1890JMG,JUAN MARIA GUTIERRE,BUENOS AIRES,BERAZATEGUI,"-58,2000","-34,8333","-58,65612","-34,47071",964,B44,,coincidentes varias bases
11433,B,B1894,PEREYRA IRAOLA PARQUE,BUENOS AIRES,BERAZATEGUI,"-58,0911","-34,8667",,,1577,B44,Pereyra,MAPAWI
2779,B,B1885,PLATANOS,BUENOS AIRES,BERAZATEGUI,"-58,1833","-34,7833",,,1600,B44,,
2623,B,B1886,RANELAGH,BUENOS AIRES,BERAZATEGUI,"-58,2","-34,8",,,1666,B44,,
11223,B,B1885,SOURIGUES,BUENOS AIRES,BERAZATEGUI,"-58,2189","-34,8019",,,1869,B44,,WIKIPEDIA
11312,B,B1884,VILLA ESPAÑA,BUENOS AIRES,BERAZATEGUI,"-58,2","-34,7667",,,1989,B44,,WIKIPEDIA
2456,B,B1923,ARROYO DEL PESCADO,BUENOS AIRES,BERISSO,"-57,8833","-34,8667",,,109,B52,,
3000,B,B1923BER,BERISSO,BUENOS AIRES,BERISSO,"-57,8833","-34,8667","-58,74352","-34,47206",224,B52,,coincidentes varias bases
11392,B,B1923,PALO BLANCO,BUENOS AIRES,BERISSO,"-57,8833","-34,8667",,,1528,B52,,
11621,B,B2700Q38,VILLA PROGRESO,BUENOS AIRES,BERISSO,"-57,8833","-34,8667","-58,59127","-34,67422",2043,B52,,mapawi
1230,B,B6550BOL,BOLIVAR,BUENOS AIRES,BOLIVAR,"-61,1000","-36,2500","-61,11667","-36,23333",239,B78,,coincidentes varias bases
4498,B,B6553NES,NUEVA ESPAÑA,BUENOS AIRES,BOLIVAR,"-61,4333","-36,4500","-58,37565","-34,66535",1496,B78,,mapawi
11420,B,B6557,PAULA,BUENOS AIRES,BOLIVAR,"-61,05","-36,5167",,,1560,B78,,
11444,B,B6551,PIROVANO,BUENOS AIRES,BOLIVAR,"-61,5667","-36,5",,,1596,B78,,
11262,B,B6553,URDAMPILLETA,BUENOS AIRES,BOLIVAR,"-61,4333","-36,45",,,1925,B78,,WIKIPEDIA
11603,B,B6553Q20,VILLA LYNCH PUEYRREDON,BUENOS AIRES,BOLIVAR,"-61,3667","-36,6000","-58,52758","-34,59925",2022,B78,,mapawi
2898,B,B6640,ASAMBLEA,BUENOS AIRES,BRAGADO,"-60,4167","-35,2167",,,130,B36,,
1234,B,B6640BRA,BRAGADO,BUENOS AIRES,BRAGADO,"-60,5047","-35,1192","-60,5","-35,11667",246,B36,,coincidentes varias bases
10508,B,B6641F14,COMODORO PY,BUENOS AIRES,BRAGADO,"-60,5167","-35,3167","-60,52634","-35,3326",462,B36,,coincidentes varias bases
3186,B,B6646,GENERAL O BRIEN,BUENOS AIRES,BRAGADO,"-60,75","-34,9",,,798,B36,,
2585,B,B6013IRA,IRALA,BUENOS AIRES,BRAGADO,"-60,6833","-34,7667","-60,7","-34,76667",924,B36,,coincidentes varias bases
4606,B,B6648MCT,MECHITA,BUENOS AIRES,BRAGADO,"-60,4000","-35,0667","-60,4","-35,06667",1439,B36,,coincidentes varias bases
11666,B,B6646,WARNES,BUENOS AIRES,BRAGADO,"-60,5408","-34,9108",,,2095,B36,,
3101,B,B1980CBR,CORONEL BRANDSEN,BUENOS AIRES,BRANDSEN,"-58,2300","-35,1717","-58,23","-35,17167",470,B58,,coincidentes varias bases
10712,B,B1903,ESTACION GOMEZ,BUENOS AIRES,BRANDSEN,"-58,166667","-35,066667",,,700,B58,,
10079,B,B2805A80,ARROYO LOS TIGRES,BUENOS AIRES,CAMPANA,"-58,9167","-33,7833","-58,68278","-34,05083",119,B125,,coincidentes varias bases
1237,B,B2804CAM,CAMPANA,BUENOS AIRES,CAMPANA,"-58,9208","-34,1769","-58,95635","-34,16764",271,B125,,coincidentes varias bases
10876,B,B2802,LOMAS DEL RIO LUJAN,BUENOS AIRES,CAMPANA,"-58,9203","-34,2856",,,1326,B125,,
2612,B,B2802OTA,OTAMENDI,BUENOS AIRES,CAMPANA,"-58,8642","-34,2342","-58,43316","-34,61211",1519,B125,,coincidentes varias bases
3039,B,B1814CAÑ,CAÑUELAS,BUENOS AIRES,CAÑUELAS,"-58,7497","-35,0469","-58,7549","-35,0509",318,B54,,coincidentes varias bases
11031,B,B1814K42,LA NORIA,BUENOS AIRES,CAÑUELAS,"-58,8000","-35,1667","-58,8","-35,16667",1144,B54,,acageopc
3314,B,B1812MPZ,MAXIMO PAZ,BUENOS AIRES,CAÑUELAS,"-58,6167","-34,9333","-58,61667","-34,93333",1434,B54,,acageopc
11277,B,B1808,VICENTE CASARES,BUENOS AIRES,CAÑUELAS,"-58,65","-34,966667",,,1945,B54,,WIKIPEDIA
1256,B,B2752CSA,CAPITAN SARMIENTO,BUENOS AIRES,CAPITAN SARMIENTO,"-59,8000","-34,1667","-59,79844","-34,17761",322,B9,,coincidentes varias bases
1241,B,B6530CCA,CARLOS CASARES,BUENOS AIRES,CARLOS CASARES,"-61,3603","-35,6264","-61,36667","-35,61667",330,B69,,coincidentes varias bases
10186,B,B6455,CARLOS TEJEDOR,BUENOS AIRES,CARLOS TEJEDOR,"-62,4167","-35,3833",,,336,B59,,
10501,B,B6459,COLONIA SERE,BUENOS AIRES,CARLOS TEJEDOR,"-62,7","-35,4333",,,454,B59,,
10543,B,B6451,CURARU,BUENOS AIRES,CARLOS TEJEDOR,"-62,2167","-35,6333",,,508,B59,,
11242,B,B6457,TIMOTE,BUENOS AIRES,CARLOS TEJEDOR,"-62,2167","-35,35",,,1894,B59,,WIKIPEDIA
11248,B,B6231,TRES ALGARROBOS,BUENOS AIRES,CARLOS TEJEDOR,"-62,766667","-32,5",,,1905,B59,Localidad Estación Tres Algarrobos o Estación Cuenca,WIKIPEDIA
2528,B,B6725CDE,CARMEN DE ARECO,BUENOS AIRES,CARMEN DE ARECO,"-59,8294","-34,3858","-59,83333","-34,38333",337,B13,,coincidentes varias bases
11504,B,B2752,RETIRO SAN PABLO,BUENOS AIRES,CARMEN DE ARECO,"-59,8833","-34,15",,,1677,B13,,
1262,B,B7114,CASTELLI,BUENOS AIRES,CASTELLI,"-57,7833","-36,1",,,345,B76,,
10190,B,B6616,CASTILLA,BUENOS AIRES,CHACABUCO,"-59,9","-34,6",,,346,B19,,
1243,B,B6740CHA,CHACABUCO,BUENOS AIRES,CHACABUCO,"-60,4739","-34,6417","-60,48333","-34,63333",357,B19,,coincidentes varias bases
11335,B,B6748,MEMBRILLAR,BUENOS AIRES,CHACABUCO,"-60,6167","-34,6",,,1445,B19,,
1356,B,B6748OHI,O HIGGINS,BUENOS AIRES,CHACABUCO,"-60,7000","-34,5833","-60,7","-34,58333",1501,B19,,acageopc
11496,B,B6734,RAWSON,BUENOS AIRES,CHACABUCO,"-60,0667","-34,6",,,1669,B19,,
2953,B,B7130BEH,BARRIO EL HUECO,BUENOS AIRES,CHASCOMUS,"-57,8400","-35,5567","-58,03333","-35,56667",50067,B68,,mapawi
1246,B,B7130CHS,CHASCOMUS,BUENOS AIRES,CHASCOMUS,"-57,8400","-35,5567","-58,03333","-35,56667",365,B68,,coincidentes varias bases
10865,B,B7116,LEZAMA,BUENOS AIRES,CHASCOMUS,"-57,9","-35,8667",,,1302,B68,,
11660,B,B7130,VITEL,BUENOS AIRES,CHASCOMUS,"-57,84","-35,5567",0,0,2089,B68,CPA y COORDENADAS de CHASCOMUS,
10157,B,B6625,CAÑADA LA RICA,BUENOS AIRES,CHIVILCOY,"-59,86667","-34,9833",0,0,297,B35,La Rica,
1247,B,B6620CHV,CHIVILCOY,BUENOS AIRES,CHIVILCOY,"-60,0306","-34,9083","-60,01667","-34,9",370,B35,,coincidentes varias bases
3145,B,B6628,EMILIO AYARZA,BUENOS AIRES,CHIVILCOY,"-60,05","-34,75",,,657,B35,,
11470,B,B6620,PUENTE BATALLA,BUENOS AIRES,CHIVILCOY,"-60,0306","-34,9083",,,1627,B35,,
11611,B,B6625,VILLA MOQUEHUA,BUENOS AIRES,CHIVILCOY,"-59,7972","-35,0833",,,2032,B35,,
4521,B,B1746ADO,AGUA DE ORO,BUENOS AIRES,COLON,"-58,8667","-34,6333","-58,85","-34,65",50068,B5,,mapawi
1250,B,B2720COL,COLON,BUENOS AIRES,COLON,"-61,1097","-33,8914","-61,1","-33,98333",387,B5,,coincidentes varias bases
3135,B,B2721EAR,EL ARBOLITO,BUENOS AIRES,COLON,"-60,9333","-33,9167","-60,93333","-33,91667",566,B5,,coincidentes varias bases
3354,B,B2711PRN,PEARSON,BUENOS AIRES,COLON,"-60,8833","-33,6500","-60,88333","-33,65",1564,B5,,coincidentes varias bases
3450,B,B2721SAR,SARASA,BUENOS AIRES,COLON,"-61,2000","-34,0333","-61,2","-34,05",1848,B5,,coincidentes varias bases
10735,B,B1986,JEPPENER,BUENOS AIRES,CORONEL BRANDSEN,"-58,2","-35,2833",,,942,B58,,
11536,B,B1980,SAMBOROMBON,BUENOS AIRES,CORONEL BRANDSEN,"-58,2833","-35,2167",,,1720,B58,,
2883,B,B8158APA,APARICIO,BUENOS AIRES,CORONEL DORREGO,"-60,8667","-38,6167","-60,88333","-38,61667",84,B118,,coincidentes varias bases
3104,B,B8150CDO,CORONEL DORREGO,BUENOS AIRES,CORONEL DORREGO,"-61,2833","-38,7000","-61,28754","-38,70516",472,B118,,coincidentes varias bases
3152,B,B7509,ESTACION GIL,BUENOS AIRES,CORONEL DORREGO,"-60,9","-38,7919",,,50081,B118,,WIKIPEDIA
10724,B,B7507,IRENE,BUENOS AIRES,CORONEL DORREGO,"-60,7","-38,55",,,926,B118,,
10737,B,B8156,JOSE A GUISASOLA,BUENOS AIRES,CORONEL DORREGO,"-62,0253","-37,1306",,,944,B118,,
1361,B,B7509ORI,ORIENTE,BUENOS AIRES,CORONEL DORREGO,"-60,6167","-38,7333","-60,6","-38,75",1514,B118,,coincidentes varias bases
11209,B,B8150,SAUCE GRANDE,BUENOS AIRES,CORONEL DORREGO,"-61,1833","-38,9833",,,1852,B118,,
3106,B,B7530CPS,CORONEL PRINGLES,BUENOS AIRES,CORONEL PRINGLES,"-61,3667","-37,9667","-61,36823","-37,96936",479,B112,,coincidentes varias bases
3212,B,B7501IRI,INDIO RICO,BUENOS AIRES,CORONEL PRINGLES,"-60,8833","-38,3167","-60,88333","-38,31667",909,B112,,coincidentes varias bases
3258,B,B7531LAR,LARTIGAU,BUENOS AIRES,CORONEL PRINGLES,"-61,5667","-38,4500","-61,58333","-38,45",1249,B112,,coincidentes varias bases
2868,B,B8109ASR,ALMIRANTE SOLIER,BUENOS AIRES,CORONEL ROSALES,"-62,0667","-38,8833","-62,06667","-38,88333",60,B121,,coincidentes varias bases
10202,B,B8115C05,BAJO HONDO,BUENOS AIRES,CORONEL ROSALES,"-61,9000","-38,7667","-61,91667","-38,78333",150,B121,,coincidentes varias bases
11429,B,B8109,PEHUEN CO,BUENOS AIRES,CORONEL ROSALES,"-61,6167",-39,,,1572,B121,,
4489,B,B8111PBG,PUERTO BELGRANO,BUENOS AIRES,CORONEL ROSALES,"-62,1000","-38,9000","-62,09482","-38,89664",1631,B121,,coincidentes varias bases
1374,B,B8109PUN,PUNTA ALTA,BUENOS AIRES,CORONEL ROSALES,"-62,0833","-38,8833","-62,06667","-38,88333",1642,B121,,coincidentes varias bases
3506,B,B8109,VILLA DEL MAR,BUENOS AIRES,CORONEL ROSALES,"-62,1167","-38,86667",,,1979,B121,,
2991,B,B7540BAT,BATHURST,BUENOS AIRES,CORONEL SUAREZ,"-61,8167","-37,5833","-61,07475","-37,11908",212,B100,,acageopc
2551,B,B7540CSZ,CORONEL SUAREZ,BUENOS AIRES,CORONEL SUAREZ,"-61,9167","-37,4667","-61,93254","-37,46312",482,B100,,coincidentes varias bases
1300,B,B7545HUA,HUANGUELEN,BUENOS AIRES,CORONEL SUAREZ,"-61,9500","-37,0333","-61,95","-37,06667",898,B100,,coincidentes varias bases
4454,B,B7547PSM,PASMAN,BUENOS AIRES,CORONEL SUAREZ,"-62,1333","-37,2167","-62,16667","-37,23333",1551,B100,,coincidentes varias bases
3376,B,B7541PSJ,PUEBLO SAN JOSE,BUENOS AIRES,CORONEL SUAREZ,"-61,9167","-37,5167","-61,91858","-37,50723",1625,B100,,coincidentes varias bases
11469,B,B7541O84,PUEBLO SANTA MARIA,BUENOS AIRES,CORONEL SUAREZ,"-61,8167","-37,6000","-61,87383","-37,55885",1626,B100,,coincidentes varias bases
3377,B,B7541PST,PUEBLO STA TRINIDAD,BUENOS AIRES,CORONEL SUAREZ,"-61,8167","-37,6000","-61,91667","-37,48333",1839,B100,,mapawi
11594,B,B7540,VILLA LA ARCADIA,BUENOS AIRES,CORONEL SUAREZ,"-61,9333","-37,4667",,,2010,B100,,
11675,B,B7545,ZENTENA,BUENOS AIRES,CORONEL SUAREZ,"-61,9424","-37,2201",0,0,2107,B100,PARAJE ZENTENA,
11676,B,B7530,ZOILO PERALTA,BUENOS AIRES,CORONEL SUAREZ,"-61,3667","-37,9667",0,0,2108,B100,CPA y COORDENADAS de CORONEL PRINGLES,
3118,B,B6555DRX,DAIREAUX,BUENOS AIRES,DAIREAUX,"-61,7500","-36,6000","-61,75","-36,61667",510,B86,,coincidentes varias bases
4514,B,B6471SLZ,SALAZAR,BUENOS AIRES,DAIREAUX,"-62,2000","-36,3000","-62,08333","-35,85",1713,B86,,coincidentes varias bases
10523,B,B7112,COSTA AZUL,BUENOS AIRES,DE LA COSTA,"-57,6764","-36,2611",,,486,B89,,
10526,B,B7108,COSTA DEL ESTE,BUENOS AIRES,DE LA COSTA,"-56,7","-36,6",,,489,B89,,
4549,B,B7105,SAN CLEMENTE DEL TUYU,BUENOS AIRES,DE LA COSTA,"-56,7167","-36,3667",,,1740,B89,,
1268,B,B7100DOL,DOLORES,BUENOS AIRES,DOLORES,"-57,6667","-36,3333","-57,66667","-36,31667",541,B82,,coincidentes varias bases
1273,B,B1925ENS,ENSENADA,BUENOS AIRES,ENSENADA,"-57,8822","-34,8758","-58,41652","-34,69783",672,B49,,coincidentes varias bases
11476,B,B1925,PUERTO LA PLATA,BUENOS AIRES,ENSENADA,"-57,8822","-34,8758",,,1635,B49,,
4465,B,B1931PLR,PUNTA LARA,BUENOS AIRES,ENSENADA,"-57,9833","-34,8167","-58,35209","-34,71831",1645,B49,,coincidentes varias bases
3507,B,B1925,VILLA DETRY,BUENOS AIRES,ENSENADA,"-57,9","-34,85",0,0,50077,B49,Villa  Detri,
10227,B,B1623,BARRIO GARIN NORTE,BUENOS AIRES,ESCOBAR,"-58,7325","-34,3676",,,183,B128,,
4359,B,B1625ECB,BELEN DE ESCOBAR,BUENOS AIRES,ESCOBAR,"-58,8186","-34,3467","-58,46612","-34,7336",1633,B128,,mapawi
4534,B,B1619GRI,GARIN,BUENOS AIRES,ESCOBAR,"-58,7619","-34,4233","-58,73333","-34,41667",781,B128,,coincidentes varias bases
4363,B,B1623IMW,INGENIERO MASCHWITS,BUENOS AIRES,ESCOBAR,"-58,7569","-34,3814","-58,74544","-34,39282",916,B128,,coincidentes varias bases
10931,B,B1619J41,MAQUINISTA F SAVIO,BUENOS AIRES,ESCOBAR,"-58,7619","-34,4233","-58,73775","-34,41806",1394,B128,Maquinista Francisco Savio,mapawi
11326,B,B1627N40,MATHEU,BUENOS AIRES,ESCOBAR,"-58,8489","-34,3831","-58,83333","-34,38333",1430,B128,,coincidentes varias bases
11482,B,B1623O97,PUNTA DE CANAL,BUENOS AIRES,ESCOBAR,"-58,7325","-34,3676","-58,71439","-34,37141",1643,B128,,mapawi
11647,B,B1625Q64,VILLA VALLIER,BUENOS AIRES,ESCOBAR,"-58,6402","-34,5865","-58,64023","-34,58646",2074,B128,,acageopc
10166,B,B1804,CANNING,BUENOS AIRES,ESTEBAN ECHEVERRIA,"-58,5206","-34,8769",,,307,B43,,
10621,B,B1842,EL JAGÜEL,BUENOS AIRES,ESTEBAN ECHEVERRIA,"-58,4792","-34,815",,,599,B43,,
2635,B,B1838LUI,LUIS GUILLON,BUENOS AIRES,ESTEBAN ECHEVERRIA,"-58,4500","-34,8000","-58,61013","-34,58021",1369,B43,,coincidentes varias bases
1345,B,B1842MOG,MONTE GRANDE,BUENOS AIRES,ESTEBAN ECHEVERRIA,"-58,4792","-34,8150","-58,53128","-34,60189",1466,B43,,coincidentes varias bases
10070,B,B2813,ARROYO DE LA CRUZ,BUENOS AIRES,EXALTACION DE LA CRUZ,"-59,1167","-34,3333",,,107,B127,,
